标题,链接,作者关键字,索引关键字
"Toward Integrating Vehicular Clouds with IoT for Smart City Services","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063912002&doi=10.1109%2fMNET.2019.1800236&partnerID=40&md5=e84adf650b11444987664e0e9af78f5a",,"Automation; Distributed computer systems; Information management; Integration; Intelligent buildings; Monitoring; Network architecture; Smart city; Vehicular ad hoc networks; Building automation systems; Communication architectures; Control and automation; Emerging technologies; Healthcare monitoring; Long-range communications; Vehicular networkings; Vehicular technologies; Internet of things"
"Deployment of IoV for Smart Cities: Applications, Architecture, and Challenges","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058886680&doi=10.1109%2fACCESS.2018.2887076&partnerID=40&md5=5b132b251b9271dbd237be7a6ceefacb","applications; big data; Internet of Vehicles; IoV; layer architecture; smart city","Applications; Big data; Digital storage; Distributed computer systems; Information theory; Internet of things; Multimedia services; Network architecture; Vehicles; Communication layers; Communication models; Future research directions; Intelligent transportation; Internet of thing (IOT); Internet-of-vehicles; Layer architectures; Vehicle identification; Smart city"
"Privacy of Things: Emerging Challenges and Opportunities in Wireless Internet of Things","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059841836&doi=10.1109%2fMWC.2017.1800112&partnerID=40&md5=29c43bc4099a652ecdde87c2195219fc",,"Economic and social effects; Stereochemistry; Autonomous Vehicles; High scalabilities; Internet of thing (IOT); Privacy constraints; Protection schemes; State of the art; Theoretical foundations; Wireless internet; Internet of things"
"A holistic evaluation of smart city performance in the context of China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053145040&doi=10.1016%2fj.jclepro.2018.07.281&partnerID=40&md5=3e306355459f368e0f320efb470b65dc","China; Evaluation indicators; Holistic view; Smart city","Economics; Investments; China; Chinese Government; Evaluation indicators; Holistic evaluations; Holistic view; Research methodologies; Semi structured interviews; Smart infrastructures; Smart city"
"Preserving privacy in internet of things: a survey","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091872457&doi=10.1007%2fs41870-018-0113-4&partnerID=40&md5=bf7e7ae855502accaebcb5030e303715","Big data; Cloud; Fog; IOT; Privacy; Security; Smart city",
"An Ingestion and Analytics Architecture for IoT Applied to Smart City Use Cases","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021912902&doi=10.1109%2fJIOT.2017.2722378&partnerID=40&md5=990b8136eb31b53a60204629b37b2cde","Big data; complex event processing (CEP); context-aware; energy management; ingestion; Internet of Things (IoT); machine learning; smart cities; spark; transportation","Batch data processing; Computer architecture; Electric sparks; Energy management; Information management; Ingestion (engines); Internet of things; Learning systems; Real time systems; Scalability; Smart city; Transportation; Batch production; Big data applications; Complex event processing; Context-Aware; Internet of thing (IOT); Open-source components; Real time analysis; Scalable architectures; Big data"
"The ideological alignment of smart urbanism in Singapore: Critical reflections on a political paradox","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042148815&doi=10.1177%2f0042098017746528&partnerID=40&md5=244ce2d050cff463f4f444001accc9d2","governance; Singapore, smart nation, smart urbanism; urban futures; urban infrastructures","citizenship; future prospect; governance approach; ideology; infrastructure; smart city; urban area; urban politics; urbanization; Singapore [Southeast Asia]"
"Mobile crowd sensing of human-like intelligence using social sensors: A survey","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035127270&doi=10.1016%2fj.neucom.2017.01.127&partnerID=40&md5=471b22c9f15b92a305a9aceb2ec7a082","Mobile crowd sensing; Social sensing; Social sensors","Cellular telephones; Mobile devices; Mobile phones; Sensor networks; Smartphones; Social networking (online); Surveys; Telecommunication services; Telephone sets; Crowd sensing; Emerging computing paradigm; Human-like intelligence; Mobile-phone users; Participatory sensor networks; Social relationships; Social sensing; Social sensors; Location based services; Article; artificial intelligence; cell phone use; crime; environmental protection; global positioning system; human; information processing; information system; integration; mobile crowd sensing; priority journal; public health service; social interaction; social media; social security; social sensor; urban area"
"A methodological framework for assessment of ubiquitous cities using ANP and DEMATEL methods","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041454110&doi=10.1016%2fj.scs.2017.11.024&partnerID=40&md5=17e6cf14fa94c93c636b9a9c2932929e","Analytical network process (ANP); Decision-Making trial and evaluation laboratory (DEMATEL); Smart city; Ubiquitous city; Ubiquitous coefficient","Decision making; Analytical network processes (ANP); Decision making trial and evaluation laboratories; Dematel methods; Methodological frameworks; Seoul , South Korea; Tehran , Iran; Ubiquitous coefficient; Urban problems; Smart city"
"Automatic classification of urban ground elements from mobile laser scanning data","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034813431&doi=10.1016%2fj.autcon.2017.09.004&partnerID=40&md5=05c41c77a78cb080d0df132e1ac88ab8","Accessibility; Adjacency; As-built 3D; Graph library; Point cloud; Smart cities; Topology; Urban environment","Classification (of information); Decision trees; Geometry; Laser applications; Motion planning; Smart city; Transportation; Urban planning; Accessibility; Adjacency; Automatic classification; People with reduced mobilities; Point cloud; Split-and-merge operations; Topological information; Urban environments; Topology"
"Smart cities in Taiwan: A perspective on big data applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040181454&doi=10.3390%2fsu10010106&partnerID=40&md5=34e88a7629d51d16c5c3f7cd8fd97841","Big data; Information and communication technology; Internet of Things; Mobile network; Smart cities; Taiwan","communication network; data set; information and communication technology; innovation; Internet; knowledge; mobile communication; operations technology; sensor; smart city; technological development; telecommunication equipment; Taiwan"
"Integrating ultra-fast charging stations within the power grids of smart cities: A review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048958718&doi=10.1049%2fiet-stg.2018.0006&partnerID=40&md5=e303b6a3891389d8b40228c9c01a4037",,"Behavioral research; Charging (batteries); Electric power transmission networks; Energy efficiency; Energy policy; Environmental impact; Industrial research; Plug-in electric vehicles; Smart city; Stochastic systems; Charging station; Electricity supply; Grid instability; Planning method; Power densities; Renewable energies; Stochastic characteristic; Stochastic loads; Smart power grids"
"Distributing computing in the internet of things: Cloud, fog and edge computing overview","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030111497&doi=10.1007%2f978-3-319-64063-1_4&partnerID=40&md5=6785ba04fadccdba21faa75ca76f88ca","Cloud computing; Distributed processing; Edge computing; Fog computing; Internet of things",
"Disease diagnosis in smart healthcare: Innovation, technologies and applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038434384&doi=10.3390%2fsu9122309&partnerID=40&md5=11eb55b68dddf5ab0e125338245ec11d","Automation; Computational intelligence; Data analysis; Data mining; Disease diagnosis; Healthcare; Smart city; Smart living; Social progress; Sustainability","algorithm; artificial intelligence; cardiovascular disease; cellular automaton; data mining; detection method; disease; health care; information and communication technology; innovation; machine learning; optimization; smart city; sustainable development; technological change"
"Business model analysis of public services operating in the smart city ecosystem: The case of SmartSantander","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019588518&doi=10.1016%2fj.future.2017.01.032&partnerID=40&md5=1764da9c29f5714d2c7bf5f17cfdaaa0","Business model; Canvas; IoT; Santander; Smart cities; Sustainability","Augmented reality; Cost reduction; Ecology; Ecosystems; Energy utilization; Environmental impact; Internet of things; Sustainable development; Waste management; Water supply; Business modeling; Canvas; Citizen participation; Enabling technologies; Reduction in energy consumption; Research studies; Santander; Traffic management; Smart city"
"Obstacle detection and classification using deep learning for tracking in high-speed autonomous driving","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040010390&doi=10.1109%2fTENCONSpring.2017.8069972&partnerID=40&md5=5e555e038e7d2604c450298f22912472","Autonomous driving; convolutional neural network; deep learning; object classification; object detection; R-CNN","Automobile frames; Convolution; Cost effectiveness; Deep learning; Graphics processing unit; Neural networks; Object detection; Obstacle detectors; Roads and streets; Smart city; Transportation; Vehicles; Autonomous driving; Classification results; Climatic conditions; Convolutional neural network; Object classification; Perception systems; R-CNN; Vision-based approaches; Classification (of information)"
"Human mobility synchronization and trip purpose detection with mixture of hawkes processes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029113622&doi=10.1145%2f3097983.3098067&partnerID=40&md5=ac3d44f678ec781724be98c267680c49","Hawkes process; Human mobility; Synchronization; Trip purpose; Variational inference","Data mining; Economics; Inference engines; Mixtures; Smart city; Synchronization; Taxicabs; Hierarchical topic models; Human mobility; Inference algorithm; Regional environments; Spatial diffusions; Synchronization rate; Trip purpose; Variational inference; Urban transportation"
"Power-efficient routing schemes for MANETs: a survey and open issues","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963705377&doi=10.1007%2fs11276-016-1263-6&partnerID=40&md5=475e14432c38094a621d374ede0d8e11","MANET; Power-based metrics; Power-efficient; Routing protocols","Computer supported cooperative work; Energy utilization; Mobile devices; Network management; Network routing; Power control; Power management (telecommunication); Routing protocols; Telecommunication networks; Active communications; MANET; Mobile adhoc network (MANETs); Power efficient; Power-based metrics; Power-efficient routing; State-of-the art protocols; Transmission power control; Mobile ad hoc networks"
"Achieving energy savings by intelligent transportation systems investments in the context of smart cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033391841&doi=10.1016%2fj.trd.2017.06.008&partnerID=40&md5=28fa4f0e2a8f9c6aef98d3eef4cf071c","Energy savings; ITS; Smart cities; Smart mobility","Developing countries; Emission control; Energy conservation; Energy efficiency; Energy utilization; Highway traffic control; Information management; Information services; Intelligent systems; Intelligent vehicle highway systems; Smart city; Traffic control; Transportation; Emissions reduction; Energy saving policies; Financial resources; Intelligent transportation systems; Mobility solutions; Physical conditions; Technical capacity; Traffic management; Investments; developing world; emission control; energy efficiency; energy use; intelligent transportation system; investment; mobility; smart city; traffic management; urban transport"
"Oblique photogrammetry supporting 3d urban reconstruction of complex scenarios","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021110364&doi=10.5194%2fisprs-archives-XLII-1-W1-519-2017&partnerID=40&md5=a3c8564c9fa62effbb829f5ec7d123ad","3D city model; Building model; Classification; Mobile mapping; Oblique photogrammetry; Segmentation; Urban scene","Buildings; Classification (of information); Disaster prevention; Disasters; Image segmentation; Mapping; Maps; Photogrammetry; Roofs; Smart city; 3D city modeling; Building model; Disaster management; Geo-spatial informations; Mobile mapping; State-of-the-art methods; Urban environments; Urban scenes; Three dimensional computer graphics"
"Security Requirements Analysis for the IoT","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018188263&doi=10.1109%2fPlatCon.2017.7883727&partnerID=40&md5=04fbc9d69f37da28dfd372b842596484","Internet of Things; Security Requirements","Automation; Control systems; Cryptography; Intelligent buildings; Network security; Smart city; Basic characteristics; Critical control systems; Dynamic environments; Information leakage; Network infrastructure; Resource Constraint; Security requirements; Train control systems; Internet of things"
"IoT based solid waste management system: A conceptual approach with an architectural solution as a smart city application","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015167166&doi=10.1109%2fINDICON.2016.7839147&partnerID=40&md5=506325e7d291ab5150a01052696404bc","Cloud; Data Analytics; IoT; LoRa; MQTT; Smart City; Solid Waste Management","Architecture; Bins; Clouds; Collector efficiency; Gateways (computer networks); Internet of things; Internet protocols; Network architecture; Smart city; Solid wastes; Architectural solutions; Conceptual approaches; Data analytics; Internet of thing (IOT); LoRa; Low-power consumption; MQTT; Solid waste management systems; Waste management"
"A unified definition of a smart city","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029433592&doi=10.1007%2f978-3-319-64677-0_2&partnerID=40&md5=e277d10533f9bbfb11d8b699e66dab79","eGovernment; Framework; Ontology; Smart cities","Government data processing; Ontology; Social sciences computing; Combinatorial complexity; e-Government; Framework; Scientific studies; State of the practice; Theory and practice; Urban design; Smart city"
"Mobile Cloud-Based Big Healthcare Data Processing in Smart Cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029371111&doi=10.1109%2fACCESS.2017.2707439&partnerID=40&md5=7697b6ef6a5182053ba0974932e83007","ant colony optimization; big data; quality of service (QoS); smart city; Smart health care; virtual machine migration","Ant colony optimization; Artificial intelligence; Behavioral research; Big data; Cloud computing; Data handling; Decision making; Health care; Mobile cloud computing; Mobile telecommunication systems; Network security; Quality control; Quality of service; Virtual machine; Healthcare services; Intelligent decision making; Mobile applications; Mobile communications; Multiple disciplines; Smart healthcare systems; State-of-the-art approach; Virtual machine migrations; Smart city"
"Intelligent control for energy-positive street lighting","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981274190&doi=10.1016%2fj.energy.2016.07.156&partnerID=40&md5=60e3c147ec8f1652f9e807b84a2f1d01","Energy management; Renewable energy; Smart cities; Street lighting","Controllers; Energy management; Lighting; Optimization; Outages; Solar energy; Street lighting; User interfaces; Adaptive behavior; Cost of electricity; Island modes; Potential power; Public lighting; Renewable energies; Robust optimization; Smart cities; Adaptive control systems; cost analysis; electricity; energy balance; energy planning; energy resource; fixed structure; renewable resource; smart city; solar power; World Wide Web"
"The Smart Citizen Factor in Trustworthy Smart City Crowdsensing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982084051&doi=10.1109%2fMITP.2016.72&partnerID=40&md5=128ca0683648621acff6ae3b8e79b86c","Internet of Things; mobile crowdsensing; reputation systems; sensing as a service; smart cities; trustworthiness","Distributed computer systems; Internet; Internet of things; Mobile devices; mobile crowdsensing; Reputation systems; sensing as a service; Smart cities; trustworthiness; Data acquisition"
"Proactive Demand Participation of Smart Buildings in Smart Grid","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963808712&doi=10.1109%2fTC.2015.2495244&partnerID=40&md5=891e067b2c0c537308a43b8791323abb","demand response; energy cost reduction; MPC control; proactive participation; Smart building; smart grid","Buildings; Cost reduction; Costs; Electric power systems; Electric power transmission networks; Energy conservation; Energy utilization; Intelligent buildings; Demand response; Energy cost reduction; MPC controls; proactive participation; Smart grid; Smart power grids"
"Using consumer behavior data to reduce energy consumption in smart homes: Applying machine learning to save energy without lowering comfort of inhabitants","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969674448&doi=10.1109%2fICMLA.2015.62&partnerID=40&md5=fad481b0e3e3eb57abbd0963cc845228","Association rules; Energy saving; Internet of things; Recommender systems; Smart cities; Smart homes; Unsupervised learning","Algorithms; Artificial intelligence; Association rules; Automation; Consumer behavior; Energy conservation; Energy utilization; Intelligent buildings; Internet of things; Learning systems; Unsupervised learning; Frequent sequential patterns; Historical dataset; Memory consumption; Reduce energy consumption; Second phase; Smart cities; Smart homes; Usage patterns; Recommender systems"
"Big data and the city","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991247528&doi=10.2148%2fbenv.42.3.321&partnerID=40&md5=69883ebdd90e9ea4b008e705c692f1f3",,"data management; data set; smart city; social media"
"A vision for the development of i-campus","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098803494&doi=10.1186%2fs40561-015-0009-8&partnerID=40&md5=0281fb52f033f6b972715511b349a886","Digital campus; Intelligent campus; Smart campus",
"Smart city mobility application—gradient boosting trees for mobility prediction and analysis based on crowdsourced data","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936970587&doi=10.3390%2fs150715974&partnerID=40&md5=f7655cca56e7ed6c5bad21d83c1c05b6","Crowdsourcing; Gradient boosted trees; Mobility management; Modelling mobility decision making; Smart city","Forestry; Geographic information systems; Transportation; Trees (mathematics); Weather forecasting; Comprehensive information; Crowdsourcing; Decision making process; Mobility management; Mobility predictions; Smart cities; Smart-phone applications; Sustainable behaviours; Decision making; Algorithms; Communication; GIS; Information Retrieval"
"The allure of ‘smart city’ rhetoric: India and Africa","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975094371&doi=10.1177%2f2043820614565868&partnerID=40&md5=294bff8686a29a778b479de3271ba247","African cities; fantasy cities; smart cities; urban inequalities","equity; urban development; urbanization; Africa; India"
"Smart cities concept and challenges: Bases for the assessment of smart city projects","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955297667&doi=10.1007%2f978-3-319-27753-0_2&partnerID=40&md5=6e46620a19499e26a58f6cb137484ce2","Assessment; Challenges; Mediterranean region; Smart city projects","Intelligent systems; Intelligent vehicle highway systems; Traffic control; Transportation; Assessment; Challenges; Deployment methods; Global strategies; International experiences; Mediterranean region; Quality of life; Smart cities; Urban growth"
"Smart urban metabolism: Towards a Real-Time understanding of the energy and material flows of a city and its citizens","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928698773&doi=10.1080%2f10630732.2014.954899&partnerID=40&md5=9c5dbc8df84fcf10128c77341b9fb590","ICT; material flow analysis; real-time; smart cities; urban metabolism","information and communication technology; modeling; real time; urban area; Sweden"
"An approach for fast and parallel video processing on Apache Hadoop clusters","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937509474&doi=10.1109%2fICME.2014.6890135&partnerID=40&md5=02cbaa7b6e79dde36641fbf07f9b77a1","face detection; Hadoop; MapReduce; motion detection and tracking; video processing","Algorithms; Clustering algorithms; Computer software; Data handling; Face recognition; Image processing; Motion analysis; Satellite imagery; Security systems; Tracking (position); Hadoop; Map-reduce; Motion detection; Performance experiment; Satellite image processing; Video processing; Video surveillance; Video-processing algorithms; Video signal processing"
"CARDAP: A scalable energy-efficient context aware distributed mobile data analytics platform for the fog","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921528293&doi=10.1007%2f978-3-319-10933-6_15&partnerID=40&md5=7a68d2c3e0e0381a9dae2d5407bc0f4d",,"Data Analytics; Component based; Data delivery; Distributed applications; Distributed data analytics; Energy efficient; Experimental evaluation; Mobile analytics; Research interests; Energy efficiency"
"Exploring architectural and organizational features in smart cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898972234&doi=10.1109%2fICACT.2014.6778947&partnerID=40&md5=d3c75ac1f69cb21079e93570c39a62dd","e-services; smart city; smart city architectures; smart services; ubiquitous city; urban technologies","Communication systems; Network architecture; E-services; Information and communications technology; Local community; Research domains; Smart cities; Smart services; Sustainable growth; ubiquitous city; Electronic commerce"
"A service infrastructure for the Internet of Things based on XMPP","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881519354&doi=10.1109%2fPerComW.2013.6529522&partnerID=40&md5=316a3b170db1876ee16ffefacec7b1fa","Internet of Things; mobile devices; service infrastructure; XMPP","Extensible messaging and presence protocols; Internet of Things (IOT); Real-time communication; Real-world objects; Service development; Service infrastructure; Service platforms; XMPP; Mobile devices; Ubiquitous computing; Internet"
"Agile manufacturing: General challenges and an IoT@Work perspective","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876361174&doi=10.1109%2fETFA.2012.6489653&partnerID=40&md5=85c8f8bd66530ea438c530378d7aaacd","Agility; Auto-configuration; Automation; Internet of Things; Modular factory; Plug-and-Play","Agile manufacturing; Agility; Auto-configuration; Intelligent infrastructures; Internet of thing (IOT); Internet of Things (IOT); Manufacturing environments; Plug-and-play; Automation; Factory automation; Health care; Industrial plants; Internet; Reverse engineering; Manufacture"
"A survey towards understanding residential prosumers in smart grid neighbourhoods","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874675135&doi=10.1109%2fISGTEurope.2012.6465864&partnerID=40&md5=7836896e21d0f0f594baf5add4221994","energy efficiency; energy management; information; management; power system economics; privacy; smart grids; social network services","Demonstration project; End-users; Energy behaviours; Energy services; Hot topics; information; Innovative approaches; Key message; New technologies; Power system economics; Prosumer; Real-world; Research gaps; Smart cities; Smart grid; Social network services; Technology pushes; Data privacy; Energy efficiency; Energy management; Housing; Management; Surveys; Smart power grids"
"Smart technologies for fighting pandemics: The techno- and human- driven approaches in controlling the virus transmission","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083440264&doi=10.1016%2fj.giq.2020.101481&partnerID=40&md5=abdec23fe05f6ba5e9ec51f74a5904e1","Covid-19; Human-driven; Pandemic; Privacy; Smart cities; Smart technologies; Techno-driven",
"Towards modern sustainable cities: Review of sustainability principles and trends","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065044386&doi=10.1016%2fj.jclepro.2019.04.106&partnerID=40&md5=e91c087b49be3e90e24c4a2eab9e8bb4","Circular economy; Human capital development; Smart city; Sustainability; Sustainable city; Zero waste; Zero-emission","Energy efficiency; Historic preservation; Personnel; Planning; Smart city; Sustainable development; Circular economy; Human capital development; Sustainable cities; Zero emission; Zero waste; Water conservation"
"Developing a sustainable smart city framework for developing economies: An Indian context","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062009447&doi=10.1016%2fj.scs.2019.101462&partnerID=40&md5=565cf2c6772770f7b899a98e8a7c5858","BWM; Emerging economy; Enablers; ISM-fuzzy MICMAC; MCDM; Sustainable smart city","Economics; Investments; Smart city; Urban growth; Emerging economies; Enablers; Intelligent transportation; Interpretive structural modelling (ISM); ISM-fuzzy MICMAC; MCDM; Sustainable resources managements; Technological advancement; Research and development management"
"Smart Cities and Mobility: Does the Smartness of Australian Cities Lead to Sustainable Commuting Patterns?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048511273&doi=10.1080%2f10630732.2018.1476794&partnerID=40&md5=8a4d374a3fdadb95df9af18b2370bbfe","Australian cities; Smart cities; smart mobility; sustainable commuting; sustainable urban development","commuting; public transport; smart city; sustainable development; urban development; urban transport; Australia"
"Internet of things (IoT) operating systems management: Opportunities, challenges, and solution","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064975303&doi=10.3390%2fs19081793&partnerID=40&md5=8e27d8f9f8be93297b8e749bf8aac0aa","Edge Computing; ICN; IIoT; IoT; IoT OS; SDN; Smart City; Smart Home; UWSN; VANETS; WSN",
"AD-IoT: Anomaly detection of IoT cyberattacks in smart city using machine learning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063909057&doi=10.1109%2fCCWC.2019.8666450&partnerID=40&md5=ca11d14f756eb06bb6242019f48ec223","cybersecurity; fog layer; Internet of Things (IoT); IoT botnet; Network based IDS (NIDS); Random Forest; smart city","Anomaly detection; Decision trees; Learning algorithms; Machine learning; Network security; Smart city; Classification accuracy; Cyber security; False positive rates; Internet of Things (IOT); Network traffic; Network-based; Quality of life; Random forests; Internet of things"
"A cost-effective air quality supervision solution for enhanced living environments through the internet of things","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063503446&doi=10.3390%2felectronics8020170&partnerID=40&md5=4143cd0c172464692b0df7855371dcfb","Ambient assisted living (AAL); Enhanced living environments; Health monitoring; Indoor air quality (IAQ); Iot (internet of things); Occupational health; Smart cities",
"A Cost-Efficient Greedy Code Dissemination Scheme Through Vehicle to Sensing Devices (V2SD) Communication in Smart City","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061737530&doi=10.1109%2fACCESS.2019.2895899&partnerID=40&md5=42b53846872b2ae174b391ebadfc8ccb","code dissemination; low cost; recruit vehicles; Vehicle to everything; vehicles as code mules","Codes (symbols); Costs; Smart city; Vehicles; Code dissemination; Communications technology; Cost-Performance ratio; Low costs; Measure function; Number of vehicles; Real trajectories; Selection scheme; Vehicle to vehicle communications"
"Secure automated valet parking: A privacy-preserving reservation scheme for autonomous vehicles","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053353343&doi=10.1109%2fTVT.2018.2870167&partnerID=40&md5=a4cb081803e72cf184671aac3dbee16e","Anonymity; Automated valet parking; Autonomous vehicles; Location privacy; Parking reservation","Automation; Energy conservation; Historic preservation; Industry; Location; Sensors; Vehicles; Anonymity; Autonomous Vehicles; Location privacy; Parking reservations; Security; Space vehicles; Data privacy"
"Sensing, communication and security planes: A new challenge for a smart city system design","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052848298&doi=10.1016%2fj.comnet.2018.08.001&partnerID=40&md5=c4590f2d2e77ac02d71224a53cdea6ef","5G networks and communication; Dedicated sensing; Edge networks; Internet of Things; Non-dedicated sensing; Security; Smart cities; Smart spaces","Decision making; Internet of things; Sensory analysis; Smart city; 5g networks; Dedicated sensing; EDGE Networks; Non-dedicated sensing; Security; Smart space; Network security"
"A semantic similarity analysis of Internet of Things","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046010701&doi=10.1080%2f17517575.2018.1464666&partnerID=40&md5=f005d788b29c10b43281c9892ddbfe28","citation; co-citation; Internet of things; IoT","Information analysis; Information management; Life cycle; Semantic Web; Semantics; Architectural frameworks; citation; Cocitation; Enabling technologies; Internet of Things (IOT); Multi-dimensional scaling; Network communications; Product life cycle management; Internet of things"
"A New Threat Intelligence Scheme for Safeguarding Industry 4.0 Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048156939&doi=10.1109%2fACCESS.2018.2844794&partnerID=40&md5=57196ab11aa9dcea166a5f6c1352b6b8","beta mixture-hidden Markov models (MHMM); cloud; cyber-attacks; cyber-physical systems (CPS); fog; Industry 4.0; Internet of Things (IoT); threat intelligence","Actuators; Automation; Clouds; Cyber Physical System; Embedded systems; Fog; Fog computing; Hidden Markov models; Industry 4.0; Intelligent buildings; Internet of things; Mixtures; Network security; Cyber-attacks; Cyber-Physical System (CPS); Internet of Things (IOT); Mixture Hidden Markov Models; Threat Intelligence; Information management"
"Semantic Multimedia Fog Computing and IoT Environment: Sustainability Perspective","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047358535&doi=10.1109%2fMCOM.2018.1700907&partnerID=40&md5=e5237bb249ce3d3132de1205c6d77923",,"Big data; Computer architecture; Energy efficiency; Fog; Green computing; Health risks; Internet of things; Location based services; Network architecture; Semantics; Smart city; Sustainable development; Communication architectures; Computing frameworks; Data Offloading; Emergency situation; Hybrid architectures; Incentive models; Infrastructure providers; Realtime processing; Fog computing"
"Improving the Accuracy and Efficiency of PM2.5 Forecast Service Using Cluster-Based Hybrid Neural Network Model","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044750255&doi=10.1109%2fACCESS.2018.2820164&partnerID=40&md5=4d8cc46004ff8951361c88b88d27a45e","forecasting; Internet of Things; neural networks; smart cities","Air quality; Internet of things; Monitoring; Neural networks; Particles (particulate matter); Smart city; Urban growth; Atmospheric model; Clustering techniques; Computational model; Fine particulate matter (PM2.5); Hybrid neural networks; Information and Communication Technologies; Internet of Things (IOT); Predictive models; Forecasting"
"Meeting the needs of the Millennials and Generation Z: gamification in tourism through geocaching","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051300783&doi=10.1108%2fJTF-12-2017-0060&partnerID=40&md5=075a7df344c20217e7572cc33b38b563","Gamification; Generation Z; Geocaching; Millennials; Rural tourism; Smart tourism",
"Identifying tourist places of interest based on digital imprints: Towards a sustainable smart City","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037976608&doi=10.3390%2fsu9122317&partnerID=40&md5=e577923cd29d83e21acc9e9393b636c2","Big data; Geotagged photos; Smart city; Smart tourism; Social networks; Sustainability","data set; digitization; information and communication technology; Internet; photograph; smart city; social media; social network; spatial distribution; sustainability; tourist behavior; tourist destination; urban area; Lisboa [Portugal]; Lisbon; Portugal"
"An IoT-based E-parking system for smart cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042638226&doi=10.1109%2fICACCI.2017.8125982&partnerID=40&md5=3fc73c654068e077f4dbca57fff9f5ac","E-parking.; Internet-of-Thing (IoT); Parking lot; Parking meter (PM); Smart parking system (SPS)","Motor transportation; Parking; Smart city; Traffic congestion; Integrated components; Internet of Things (IOT); Number of vehicles; Parking lots; Parking spaces; Parking systems; Real-time detection; Smart parking systems; Internet of things"
"IoFClime: The fuzzy logic and the Internet of Things to control indoor temperature regarding the outdoor ambient conditions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007591291&doi=10.1016%2fj.future.2016.11.020&partnerID=40&md5=a5c01ee7029ac0e33e5d88a2c1f491d1","Fuzzy logic; Internet of Things; Temperature control; Temperature sensors","Atmospheric temperature; Automation; Bins; Computer circuits; Energy conservation; Humidity control; Intelligent buildings; Internet of things; Space heating; Temperature control; Temperature sensors; Ambient conditions; Binary solutions; Environmental conditions; Fuzzy approach; Indoor conditions; Indoor locations; Indoor temperature; Outdoor temperature; Fuzzy logic"
